,image,steering,random_shift,is_shift
4816, IMG/right_2016_12_01_13_37_15_355.jpg,-0.12996600000000003,0,False
4817,IMG/center_2016_12_01_13_37_15_355.jpg,0.100034,0,False
4818, IMG/left_2016_12_01_13_37_15_457.jpg,0.330034,0,False
4824, IMG/left_2016_12_01_13_37_15_659.jpg,0.330034,0,False
4827, IMG/left_2016_12_01_13_37_15_762.jpg,0.330034,0,False
4829,IMG/center_2016_12_01_13_37_15_762.jpg,0.100034,0,False
4830, IMG/left_2016_12_01_13_37_15_863.jpg,0.330034,0,False
4833, IMG/left_2016_12_01_13_37_15_965.jpg,0.330034,0,False
4834, IMG/right_2016_12_01_13_37_15_965.jpg,-0.12996600000000003,0,False
4836, IMG/left_2016_12_01_13_37_16_066.jpg,0.330034,0,False
4839, IMG/left_2016_12_01_13_37_16_167.jpg,0.330034,0,False
4851, IMG/left_2016_12_01_13_37_17_074.jpg,0.30132844000000003,0,False
4854, IMG/left_2016_12_01_13_37_17_175.jpg,0.4065823,0,False
4860, IMG/left_2016_12_01_13_37_17_376.jpg,0.4065823,0,False
4863, IMG/left_2016_12_01_13_37_17_478.jpg,0.4065823,0,False
4868,IMG/center_2016_12_01_13_37_17_579.jpg,0.1765823,0,False
4881, IMG/left_2016_12_01_13_37_18_095.jpg,0.4065823,0,False
4882, IMG/right_2016_12_01_13_37_18_095.jpg,-0.05341770000000001,0,False
4887, IMG/left_2016_12_01_13_37_18_295.jpg,0.4065823,0,False
4896, IMG/left_2016_12_01_13_37_19_614.jpg,0.4065823,0,False
4902, IMG/left_2016_12_01_13_37_19_816.jpg,0.4065823,0,False
4905, IMG/left_2016_12_01_13_37_19_919.jpg,0.4065823,0,False
4908, IMG/left_2016_12_01_13_37_20_022.jpg,0.4065823,0,False
4913,IMG/center_2016_12_01_13_37_20_123.jpg,0.100034,0,False
4917, IMG/left_2016_12_01_13_37_20_832.jpg,0.3204655,0,False
4922,IMG/center_2016_12_01_13_37_20_932.jpg,0.09046549999999999,0,False
4929, IMG/left_2016_12_01_13_37_21_239.jpg,0.454425,0,False
4935, IMG/left_2016_12_01_13_37_21_441.jpg,0.4448564,0,False
4956, IMG/left_2016_12_01_13_37_23_473.jpg,0.4065823,0,False
4958,IMG/center_2016_12_01_13_37_23_473.jpg,0.1765823,0,False
4959, IMG/left_2016_12_01_13_37_23_574.jpg,0.4065823,0,False
4963, IMG/right_2016_12_01_13_37_25_090.jpg,-0.21608276,0,False
4974, IMG/left_2016_12_01_13_37_25_495.jpg,0.3204655,0,False
4980, IMG/left_2016_12_01_13_37_25_697.jpg,0.3204655,0,False
4983, IMG/left_2016_12_01_13_37_25_799.jpg,0.3204655,0,False
4994,IMG/center_2016_12_01_13_37_26_105.jpg,0.05219137,0,False
4996, IMG/right_2016_12_01_13_37_26_206.jpg,-0.17780863000000002,0,False
4997,IMG/center_2016_12_01_13_37_26_206.jpg,0.05219137,0,False
5009,IMG/center_2016_12_01_13_37_27_323.jpg,0.05219137,0,False
5010, IMG/left_2016_12_01_13_37_27_423.jpg,0.49269910000000006,0,False
5013, IMG/left_2016_12_01_13_37_27_524.jpg,0.49269910000000006,0,False
5016, IMG/left_2016_12_01_13_37_27_625.jpg,0.4065823,0,False
5019, IMG/left_2016_12_01_13_37_28_640.jpg,0.22720895700000002,0,False
5034, IMG/left_2016_12_01_13_37_29_144.jpg,0.17973717,0,False
5035, IMG/right_2016_12_01_13_37_29_144.jpg,-0.28026283,0,False
5037, IMG/left_2016_12_01_13_37_29_850.jpg,0.17024281000000002,0,False
5038, IMG/right_2016_12_01_13_37_29_850.jpg,-0.28975719,0,False
5060,IMG/center_2016_12_01_13_37_31_365.jpg,0.07132844,0,False
5061, IMG/left_2016_12_01_13_37_31_466.jpg,0.4639935,0,False
5064, IMG/left_2016_12_01_13_37_31_566.jpg,0.4639935,0,False
5067, IMG/left_2016_12_01_13_37_31_667.jpg,0.454425,0,False
5072,IMG/center_2016_12_01_13_37_34_291.jpg,0.05219137,0,False
5076, IMG/left_2016_12_01_13_37_34_494.jpg,0.35873960000000005,0,False
5085, IMG/left_2016_12_01_13_37_34_795.jpg,0.30132844000000003,0,False
5092, IMG/right_2016_12_01_13_37_35_807.jpg,-0.232791043,0,False
5097, IMG/left_2016_12_01_13_37_36_009.jpg,0.22720895700000002,0,False
5101, IMG/right_2016_12_01_13_37_36_110.jpg,-0.232791043,0,False
5102,IMG/center_2016_12_01_13_37_36_110.jpg,-0.002791043,0,False
5111,IMG/center_2016_12_01_13_37_36_413.jpg,-0.002791043,0,False
5115, IMG/left_2016_12_01_13_37_39_541.jpg,0.330034,0,False
5118, IMG/left_2016_12_01_13_37_39_642.jpg,0.330034,0,False
5119, IMG/right_2016_12_01_13_37_39_642.jpg,-0.12996600000000003,0,False
5121, IMG/left_2016_12_01_13_37_39_744.jpg,0.3970138,0,False
5130, IMG/left_2016_12_01_13_37_40_048.jpg,0.4065823,0,False
5139, IMG/left_2016_12_01_13_37_40_653.jpg,0.09428800000000001,0,False
5143, IMG/right_2016_12_01_13_37_40_753.jpg,-0.3752064,0,False
5146, IMG/right_2016_12_01_13_37_40_854.jpg,-0.3752064,0,False
5149, IMG/right_2016_12_01_13_37_40_955.jpg,-0.36571200000000004,0,False
5153,IMG/center_2016_12_01_13_37_41_257.jpg,0.05219137,0,False
5160, IMG/left_2016_12_01_13_37_41_560.jpg,0.3970138,0,False
5167, IMG/right_2016_12_01_13_37_41_866.jpg,-0.31824026,0,False
5171,IMG/center_2016_12_01_13_37_41_968.jpg,-0.1831838,0,False
5177,IMG/center_2016_12_01_13_37_42_173.jpg,-0.14520639999999999,0,False
5178, IMG/left_2016_12_01_13_37_42_376.jpg,0.24391724,0,False
5181, IMG/left_2016_12_01_13_37_42_478.jpg,0.330034,0,False
5183,IMG/center_2016_12_01_13_37_42_478.jpg,0.100034,0,False
5184, IMG/left_2016_12_01_13_37_42_579.jpg,0.4065823,0,False
5187, IMG/left_2016_12_01_13_37_42_679.jpg,0.5309732,0,False
5191, IMG/right_2016_12_01_13_37_42_779.jpg,-0.04384920000000003,0,False
5192,IMG/center_2016_12_01_13_37_42_779.jpg,0.18615079999999998,0,False
5196, IMG/left_2016_12_01_13_37_43_183.jpg,0.08479360000000002,0,False
5197, IMG/right_2016_12_01_13_37_43_183.jpg,-0.3752064,0,False
5200, IMG/right_2016_12_01_13_37_43_284.jpg,-0.3752064,0,False
5202, IMG/left_2016_12_01_13_37_43_385.jpg,0.08479360000000002,0,False
5205, IMG/left_2016_12_01_13_37_43_687.jpg,0.330034,0,False
5208, IMG/left_2016_12_01_13_37_43_787.jpg,0.35873960000000005,0,False
5213,IMG/center_2016_12_01_13_37_43_890.jpg,0.100034,0,False
5217, IMG/left_2016_12_01_13_37_44_498.jpg,0.3204655,0,False
5224, IMG/right_2016_12_01_13_37_44_701.jpg,-0.15867156,0,False
5226, IMG/left_2016_12_01_13_37_44_804.jpg,0.30132844000000003,0,False
5232, IMG/left_2016_12_01_13_37_45_006.jpg,0.30132844000000003,0,False
5233, IMG/right_2016_12_01_13_37_45_006.jpg,-0.15867156,0,False
5236, IMG/right_2016_12_01_13_37_46_221.jpg,-0.14910303000000003,0,False
5240,IMG/center_2016_12_01_13_37_46_322.jpg,0.1478767,0,False
5244, IMG/left_2016_12_01_13_37_46_522.jpg,0.36830820000000003,0,False
5247, IMG/left_2016_12_01_13_37_46_625.jpg,0.3204655,0,False
5250, IMG/left_2016_12_01_13_37_48_352.jpg,0.30132844000000003,0,False
5253, IMG/left_2016_12_01_13_37_48_453.jpg,0.330034,0,False
5258,IMG/center_2016_12_01_13_37_48_554.jpg,0.100034,0,False
5261,IMG/center_2016_12_01_13_37_48_656.jpg,0.100034,0,False
5262, IMG/left_2016_12_01_13_37_48_756.jpg,0.330034,0,False
5268, IMG/left_2016_12_01_13_37_48_960.jpg,0.330034,0,False
5271, IMG/left_2016_12_01_13_37_49_060.jpg,0.330034,0,False
5274, IMG/left_2016_12_01_13_37_49_163.jpg,0.330034,0,False
5277, IMG/left_2016_12_01_13_37_49_670.jpg,0.3204655,0,False
5280, IMG/left_2016_12_01_13_37_49_773.jpg,0.35873960000000005,0,False
5283, IMG/left_2016_12_01_13_37_49_873.jpg,0.36830820000000003,0,False
5286, IMG/left_2016_12_01_13_37_49_974.jpg,0.3778767,0,False
5291,IMG/center_2016_12_01_13_37_50_076.jpg,0.13830820000000002,0,False
5293, IMG/right_2016_12_01_13_37_50_178.jpg,-0.1682401,0,False
5296, IMG/right_2016_12_01_13_37_51_293.jpg,-0.18737716000000001,0,False
5302, IMG/right_2016_12_01_13_37_51_495.jpg,-0.18737716000000001,0,False
5306,IMG/center_2016_12_01_13_37_51_596.jpg,0.05219137,0,False
5307, IMG/left_2016_12_01_13_37_51_698.jpg,0.3204655,0,False
5309,IMG/center_2016_12_01_13_37_51_698.jpg,0.09046549999999999,0,False
5310, IMG/left_2016_12_01_13_37_51_798.jpg,0.3970138,0,False
5319, IMG/left_2016_12_01_13_37_52_104.jpg,0.3970138,0,False
5322, IMG/left_2016_12_01_13_37_52_210.jpg,0.3970138,0,False
5325, IMG/left_2016_12_01_13_37_52_312.jpg,0.3204655,0,False
5328, IMG/left_2016_12_01_13_37_53_021.jpg,0.27262284000000003,0,False
5330,IMG/center_2016_12_01_13_37_53_021.jpg,0.04262284,0,False
5333,IMG/center_2016_12_01_13_37_53_124.jpg,0.05219137,0,False
5337, IMG/left_2016_12_01_13_37_53_325.jpg,0.3204655,0,False
5340, IMG/left_2016_12_01_13_37_53_426.jpg,0.38744520000000005,0,False
5352, IMG/left_2016_12_01_13_37_53_831.jpg,0.38744520000000005,0,False
5358, IMG/left_2016_12_01_13_37_54_034.jpg,0.3204655,0,False
5361, IMG/left_2016_12_01_13_37_55_149.jpg,0.3204655,0,False
5364, IMG/left_2016_12_01_13_37_55_251.jpg,0.35873960000000005,0,False
5366,IMG/center_2016_12_01_13_37_55_251.jpg,0.1287396,0,False
5367, IMG/left_2016_12_01_13_37_55_353.jpg,0.35873960000000005,0,False
5368, IMG/right_2016_12_01_13_37_55_353.jpg,-0.1012604,0,False
5371, IMG/right_2016_12_01_13_37_55_453.jpg,-0.1012604,0,False
5373, IMG/left_2016_12_01_13_37_55_555.jpg,0.3491711,0,False
5378,IMG/center_2016_12_01_13_37_55_656.jpg,0.07132844,0,False
5393,IMG/center_2016_12_01_13_37_56_166.jpg,0.07132844,0,False
5399,IMG/center_2016_12_01_13_37_56_368.jpg,0.07132844,0,False
5403, IMG/left_2016_12_01_13_37_56_572.jpg,0.3204655,0,False
5404, IMG/right_2016_12_01_13_37_56_572.jpg,-0.1395345,0,False
5409, IMG/left_2016_12_01_13_37_56_775.jpg,0.36830820000000003,0,False
5412, IMG/left_2016_12_01_13_37_56_876.jpg,0.36830820000000003,0,False
5413, IMG/right_2016_12_01_13_37_56_876.jpg,-0.09169179999999999,0,False
5415, IMG/left_2016_12_01_13_37_56_977.jpg,0.36830820000000003,0,False
5419, IMG/right_2016_12_01_13_37_57_078.jpg,-0.09169179999999999,0,False
5420,IMG/center_2016_12_01_13_37_57_078.jpg,0.13830820000000002,0,False
5430, IMG/left_2016_12_01_13_37_57_484.jpg,0.3970138,0,False
5432,IMG/center_2016_12_01_13_37_57_484.jpg,0.1670138,0,False
5435,IMG/center_2016_12_01_13_37_57_587.jpg,0.1765823,0,False
5436, IMG/left_2016_12_01_13_37_57_688.jpg,0.4065823,0,False
5438,IMG/center_2016_12_01_13_37_57_688.jpg,0.1765823,0,False
5439, IMG/left_2016_12_01_13_37_57_790.jpg,0.4065823,0,False
5441,IMG/center_2016_12_01_13_37_57_790.jpg,0.1765823,0,False
5442, IMG/left_2016_12_01_13_37_57_891.jpg,0.4065823,0,False
5443, IMG/right_2016_12_01_13_37_57_891.jpg,-0.05341770000000001,0,False
5445, IMG/left_2016_12_01_13_37_57_993.jpg,0.4065823,0,False
5450,IMG/center_2016_12_01_13_37_58_095.jpg,0.1765823,0,False
5452, IMG/right_2016_12_01_13_37_58_198.jpg,-0.05341770000000001,0,False
5454, IMG/left_2016_12_01_13_37_58_299.jpg,0.4065823,0,False
5456,IMG/center_2016_12_01_13_37_58_299.jpg,0.1765823,0,False
5458, IMG/right_2016_12_01_13_37_58_400.jpg,-0.05341770000000001,0,False
5460, IMG/left_2016_12_01_13_37_58_503.jpg,0.4065823,0,False
5467, IMG/right_2016_12_01_13_37_58_705.jpg,-0.05341770000000001,0,False
5468,IMG/center_2016_12_01_13_37_58_705.jpg,0.1765823,0,False
5469, IMG/left_2016_12_01_13_37_58_809.jpg,0.4065823,0,False
5473, IMG/right_2016_12_01_13_37_58_910.jpg,-0.05341770000000001,0,False
5475, IMG/left_2016_12_01_13_37_59_011.jpg,0.4065823,0,False
5487, IMG/left_2016_12_01_13_37_59_418.jpg,0.4065823,0,False
5490, IMG/left_2016_12_01_13_37_59_521.jpg,0.4065823,0,False
5492,IMG/center_2016_12_01_13_37_59_521.jpg,0.1765823,0,False
5498,IMG/center_2016_12_01_13_37_59_737.jpg,0.1765823,0,False
5499, IMG/left_2016_12_01_13_37_59_837.jpg,0.4065823,0,False
5502, IMG/left_2016_12_01_13_37_59_940.jpg,0.4065823,0,False
5503, IMG/right_2016_12_01_13_37_59_940.jpg,-0.05341770000000001,0,False
5505, IMG/left_2016_12_01_13_38_00_043.jpg,0.4065823,0,False
5508, IMG/left_2016_12_01_13_38_00_144.jpg,0.4065823,0,False
5511, IMG/left_2016_12_01_13_38_00_247.jpg,0.4065823,0,False
5514, IMG/left_2016_12_01_13_38_00_350.jpg,0.4065823,0,False
5517, IMG/left_2016_12_01_13_38_00_451.jpg,0.4065823,0,False
5518, IMG/right_2016_12_01_13_38_00_451.jpg,-0.05341770000000001,0,False
5522,IMG/center_2016_12_01_13_38_00_553.jpg,0.1765823,0,False
5523, IMG/left_2016_12_01_13_38_00_653.jpg,0.38744520000000005,0,False
5529, IMG/left_2016_12_01_13_38_02_180.jpg,0.25348577,0,False
5535, IMG/left_2016_12_01_13_38_02_385.jpg,0.28219137,0,False
5541, IMG/left_2016_12_01_13_38_02_586.jpg,0.3970138,0,False
5544, IMG/left_2016_12_01_13_38_02_688.jpg,0.3970138,0,False
5557, IMG/right_2016_12_01_13_38_04_615.jpg,-0.27076847000000004,0,False
5558,IMG/center_2016_12_01_13_38_04_615.jpg,-0.04076847,0,False
5565, IMG/left_2016_12_01_13_38_04_920.jpg,0.20822024,0,False
5567,IMG/center_2016_12_01_13_38_04_920.jpg,-0.02177976,0,False
5571, IMG/left_2016_12_01_13_38_06_032.jpg,0.2177146,0,False
5578, IMG/right_2016_12_01_13_38_06_234.jpg,-0.337229,0,False
5586, IMG/left_2016_12_01_13_38_06_538.jpg,-0.010149999999999992,0,False
5587, IMG/right_2016_12_01_13_38_06_538.jpg,-0.47015,0,False
5589, IMG/left_2016_12_01_13_38_06_640.jpg,-0.010149999999999992,0,False
5590, IMG/right_2016_12_01_13_38_06_640.jpg,-0.47015,0,False
5593, IMG/right_2016_12_01_13_38_06_742.jpg,-0.3752064,0,False
5597,IMG/center_2016_12_01_13_38_07_961.jpg,-0.0787459,0,False
5599, IMG/right_2016_12_01_13_38_08_061.jpg,-0.40368950000000003,0,False
5602, IMG/right_2016_12_01_13_38_08_163.jpg,-0.4131838,0,False
5603,IMG/center_2016_12_01_13_38_08_163.jpg,-0.1831838,0,False
5608, IMG/right_2016_12_01_13_38_08_364.jpg,-0.4416669,0,False
5611, IMG/right_2016_12_01_13_38_08_465.jpg,-0.5081274,0,False
5613, IMG/left_2016_12_01_13_38_08_567.jpg,-0.06711609999999993,0,False
5614, IMG/right_2016_12_01_13_38_08_567.jpg,-0.5271161,0,False
5617, IMG/right_2016_12_01_13_38_08_669.jpg,-0.5271161,0,False
5620, IMG/right_2016_12_01_13_38_08_771.jpg,-0.5271161,0,False
5621,IMG/center_2016_12_01_13_38_08_771.jpg,-0.29711609999999994,0,False
5622, IMG/left_2016_12_01_13_38_08_873.jpg,-0.06711609999999993,0,False
5623, IMG/right_2016_12_01_13_38_08_873.jpg,-0.5271161,0,False
5624,IMG/center_2016_12_01_13_38_08_873.jpg,-0.29711609999999994,0,False
5626, IMG/right_2016_12_01_13_38_08_973.jpg,-0.5271161,0,False
5629, IMG/right_2016_12_01_13_38_09_075.jpg,-0.5271161,0,False
5632, IMG/right_2016_12_01_13_38_09_176.jpg,-0.7264977,0,False
5633,IMG/center_2016_12_01_13_38_09_176.jpg,-0.4964977,0,False
5634, IMG/left_2016_12_01_13_38_09_278.jpg,-0.275992,0,False
5635, IMG/right_2016_12_01_13_38_09_278.jpg,-0.735992,0,False
5636,IMG/center_2016_12_01_13_38_09_278.jpg,-0.505992,0,False
5638, IMG/right_2016_12_01_13_38_09_379.jpg,-0.8309356,0,False
5639,IMG/center_2016_12_01_13_38_09_379.jpg,-0.6009356,0,False
5641, IMG/right_2016_12_01_13_38_09_480.jpg,-0.8309356,0,False
5642,IMG/center_2016_12_01_13_38_09_480.jpg,-0.6009356,0,False
5644, IMG/right_2016_12_01_13_38_09_582.jpg,-0.5176218,0,False
5647, IMG/right_2016_12_01_13_38_09_683.jpg,-0.3087459,0,False
5653, IMG/right_2016_12_01_13_38_09_886.jpg,-0.337229,0,False
5654,IMG/center_2016_12_01_13_38_09_886.jpg,-0.10722899999999999,0,False
5656, IMG/right_2016_12_01_13_38_09_989.jpg,-0.36571200000000004,0,False
5660,IMG/center_2016_12_01_13_38_10_090.jpg,-0.15470079999999997,0,False
5662, IMG/right_2016_12_01_13_38_10_190.jpg,-0.38470079999999995,0,False
5672,IMG/center_2016_12_01_13_38_13_437.jpg,-0.02177976,0,False
5679, IMG/left_2016_12_01_13_38_13_745.jpg,0.1512541,0,False
5680, IMG/right_2016_12_01_13_38_13_745.jpg,-0.3087459,0,False
5694, IMG/left_2016_12_01_13_38_14_863.jpg,0.3970138,0,False
5700, IMG/left_2016_12_01_13_38_15_065.jpg,0.38744520000000005,0,False
5703, IMG/left_2016_12_01_13_38_15_167.jpg,0.35873960000000005,0,False
5705,IMG/center_2016_12_01_13_38_15_167.jpg,0.1287396,0,False
5712, IMG/left_2016_12_01_13_38_16_582.jpg,0.454425,0,False
5715, IMG/left_2016_12_01_13_38_16_683.jpg,0.5979529,0,False
5717,IMG/center_2016_12_01_13_38_16_683.jpg,0.3679529,0,False
5718, IMG/left_2016_12_01_13_38_16_783.jpg,0.5979529,0,False
5721, IMG/left_2016_12_01_13_38_16_884.jpg,0.5405417,0,False
5724, IMG/left_2016_12_01_13_38_16_986.jpg,0.4448564,0,False
5725, IMG/right_2016_12_01_13_38_16_986.jpg,-0.015143600000000035,0,False
5730, IMG/left_2016_12_01_13_38_18_206.jpg,0.35873960000000005,0,False
5733, IMG/left_2016_12_01_13_38_18_306.jpg,0.3970138,0,False
5735,IMG/center_2016_12_01_13_38_18_306.jpg,0.1670138,0,False
5736, IMG/left_2016_12_01_13_38_18_406.jpg,0.6649326,0,False
5738,IMG/center_2016_12_01_13_38_18_406.jpg,0.4349326,0,False
5739, IMG/left_2016_12_01_13_38_18_508.jpg,0.7414809,0,False
5741,IMG/center_2016_12_01_13_38_18_508.jpg,0.5114809,0,False
5742, IMG/left_2016_12_01_13_38_18_610.jpg,0.8180291999999999,0,False
5744,IMG/center_2016_12_01_13_38_18_610.jpg,0.5880291999999999,0,False
5745, IMG/left_2016_12_01_13_38_18_712.jpg,0.8180291999999999,0,False
5746, IMG/right_2016_12_01_13_38_18_712.jpg,0.35802919999999994,0,False
5747,IMG/center_2016_12_01_13_38_18_712.jpg,0.5880291999999999,0,False
5749, IMG/right_2016_12_01_13_38_18_814.jpg,-0.04384920000000003,0,False
5754, IMG/left_2016_12_01_13_38_19_015.jpg,0.5883844,0,False
5756,IMG/center_2016_12_01_13_38_19_015.jpg,0.3583844,0,False
5757, IMG/left_2016_12_01_13_38_19_117.jpg,0.5788158,0,False
5758, IMG/right_2016_12_01_13_38_19_117.jpg,0.1188158,0,False
5759,IMG/center_2016_12_01_13_38_19_117.jpg,0.3488158,0,False
5760, IMG/left_2016_12_01_13_38_19_219.jpg,0.5883844,0,False
5761, IMG/right_2016_12_01_13_38_19_219.jpg,0.12838439999999998,0,False
5762,IMG/center_2016_12_01_13_38_19_219.jpg,0.3583844,0,False
5763, IMG/left_2016_12_01_13_38_19_321.jpg,0.5883844,0,False
5765,IMG/center_2016_12_01_13_38_19_321.jpg,0.3583844,0,False
5769, IMG/left_2016_12_01_13_38_20_332.jpg,0.330034,0,False
5776, IMG/right_2016_12_01_13_38_20_535.jpg,0.003993499999999983,0,False
5777,IMG/center_2016_12_01_13_38_20_535.jpg,0.2339935,0,False
5778, IMG/left_2016_12_01_13_38_20_636.jpg,0.49269910000000006,0,False
5780,IMG/center_2016_12_01_13_38_20_636.jpg,0.2626991,0,False
5781, IMG/left_2016_12_01_13_38_20_736.jpg,0.5022676,0,False
5783,IMG/center_2016_12_01_13_38_20_736.jpg,0.2722676,0,False
5784, IMG/left_2016_12_01_13_38_20_838.jpg,0.5309732,0,False
5790, IMG/left_2016_12_01_13_38_21_544.jpg,0.28219137,0,False
5793, IMG/left_2016_12_01_13_38_21_645.jpg,0.2917599,0,False
5799, IMG/left_2016_12_01_13_38_21_847.jpg,0.2917599,0,False
5806, IMG/right_2016_12_01_13_38_22_050.jpg,-0.06298620000000002,0,False
5811, IMG/left_2016_12_01_13_38_22_253.jpg,0.3970138,0,False
5818, IMG/right_2016_12_01_13_38_22_454.jpg,-0.07255479999999997,0,False
5819,IMG/center_2016_12_01_13_38_22_454.jpg,0.15744520000000004,0,False
5828,IMG/center_2016_12_01_13_38_23_872.jpg,-0.1262177,0,False
5833, IMG/right_2016_12_01_13_38_24_074.jpg,-0.31824026,0,False
5834,IMG/center_2016_12_01_13_38_24_074.jpg,-0.08824026,0,False
5835, IMG/left_2016_12_01_13_38_24_680.jpg,0.38744520000000005,0,False
5838, IMG/left_2016_12_01_13_38_24_781.jpg,0.3970138,0,False
5841, IMG/left_2016_12_01_13_38_24_883.jpg,0.38744520000000005,0,False
5847, IMG/left_2016_12_01_13_38_25_388.jpg,0.20822024,0,False
5848, IMG/right_2016_12_01_13_38_25_388.jpg,-0.25177976,0,False
5850, IMG/left_2016_12_01_13_38_25_489.jpg,0.20822024,0,False
5852,IMG/center_2016_12_01_13_38_25_489.jpg,-0.02177976,0,False
5869, IMG/right_2016_12_01_13_38_26_094.jpg,-0.28026283,0,False
5871, IMG/left_2016_12_01_13_38_26_299.jpg,0.7414809,0,False
5873,IMG/center_2016_12_01_13_38_26_299.jpg,0.5114809,0,False
5875, IMG/right_2016_12_01_13_38_26_399.jpg,-0.05341770000000001,0,False
5880, IMG/left_2016_12_01_13_38_26_704.jpg,-0.541834,0,False
5882,IMG/center_2016_12_01_13_38_26_704.jpg,-0.771834,0,False
5883, IMG/left_2016_12_01_13_38_26_805.jpg,-0.6937437,0,False
5885,IMG/center_2016_12_01_13_38_26_805.jpg,-0.9237437,0,False
5886, IMG/left_2016_12_01_13_38_26_906.jpg,-0.5798114000000001,0,False
5888,IMG/center_2016_12_01_13_38_26_906.jpg,-0.8098114000000001,0,False
5889, IMG/left_2016_12_01_13_38_27_006.jpg,-0.03863309999999995,0,False
5890, IMG/right_2016_12_01_13_38_27_006.jpg,-0.49863309999999994,0,False
5892, IMG/left_2016_12_01_13_38_27_108.jpg,0.5405417,0,False
5894,IMG/center_2016_12_01_13_38_27_108.jpg,0.3105417,0,False
5895, IMG/left_2016_12_01_13_38_27_209.jpg,0.6936382000000001,0,False
5897,IMG/center_2016_12_01_13_38_27_209.jpg,0.46363820000000006,0,False
5898, IMG/left_2016_12_01_13_38_27_310.jpg,0.7032068,0,False
5899, IMG/right_2016_12_01_13_38_27_310.jpg,0.24320680000000003,0,False
5901, IMG/left_2016_12_01_13_38_27_411.jpg,0.7032068,0,False
5903,IMG/center_2016_12_01_13_38_27_411.jpg,0.47320680000000004,0,False
5904, IMG/left_2016_12_01_13_38_27_511.jpg,0.4352879,0,False
5911, IMG/right_2016_12_01_13_38_27_813.jpg,-0.232791043,0,False
5914, IMG/right_2016_12_01_13_38_27_914.jpg,-0.232791043,0,False
5922, IMG/left_2016_12_01_13_38_28_218.jpg,-0.275992,0,False
5923, IMG/right_2016_12_01_13_38_28_218.jpg,-0.735992,0,False
5928, IMG/left_2016_12_01_13_38_28_723.jpg,0.5692473,0,False
5929, IMG/right_2016_12_01_13_38_28_723.jpg,0.10924729999999996,0,False
5930,IMG/center_2016_12_01_13_38_28_723.jpg,0.3392473,0,False
5931, IMG/left_2016_12_01_13_38_28_825.jpg,0.5309732,0,False
5934, IMG/left_2016_12_01_13_38_28_927.jpg,0.42571939999999997,0,False
5936,IMG/center_2016_12_01_13_38_28_927.jpg,0.1957194,0,False
5940, IMG/left_2016_12_01_13_38_30_746.jpg,0.20822024,0,False
5941, IMG/right_2016_12_01_13_38_30_746.jpg,-0.25177976,0,False
5949, IMG/left_2016_12_01_13_38_31_049.jpg,0.18923153,0,False
5952, IMG/left_2016_12_01_13_38_31_152.jpg,0.18923153,0,False
5957,IMG/center_2016_12_01_13_38_34_795.jpg,0.01391724,0,False
5958, IMG/left_2016_12_01_13_38_34_894.jpg,0.3204655,0,False
5962, IMG/right_2016_12_01_13_38_34_995.jpg,-0.05341770000000001,0,False
5964, IMG/left_2016_12_01_13_38_35_096.jpg,0.49269910000000006,0,False
5965, IMG/right_2016_12_01_13_38_35_096.jpg,0.03269910000000001,0,False
5973, IMG/left_2016_12_01_13_38_37_525.jpg,0.7127753,0,False
5975,IMG/center_2016_12_01_13_38_37_525.jpg,0.48277529999999996,0,False
5976, IMG/left_2016_12_01_13_38_37_625.jpg,0.7223438,0,False
5978,IMG/center_2016_12_01_13_38_37_625.jpg,0.4923438,0,False
5979, IMG/left_2016_12_01_13_38_37_726.jpg,0.6840697,0,False
5980, IMG/right_2016_12_01_13_38_37_726.jpg,0.2240697,0,False
5981,IMG/center_2016_12_01_13_38_37_726.jpg,0.4540697,0,False
5984,IMG/center_2016_12_01_13_38_38_030.jpg,-0.03127411,0,False
5986, IMG/right_2016_12_01_13_38_38_132.jpg,-0.3087459,0,False
5989, IMG/right_2016_12_01_13_38_38_234.jpg,-0.3467233,0,False
5995, IMG/right_2016_12_01_13_38_38_439.jpg,-0.5271161,0,False
5996,IMG/center_2016_12_01_13_38_38_439.jpg,-0.29711609999999994,0,False
5998, IMG/right_2016_12_01_13_38_38_541.jpg,-0.5461048,0,False
6000, IMG/left_2016_12_01_13_38_38_641.jpg,-0.08610479999999995,0,False
6001, IMG/right_2016_12_01_13_38_38_641.jpg,-0.5461048,0,False
6004, IMG/right_2016_12_01_13_38_38_743.jpg,-0.3467233,0,False
6006, IMG/left_2016_12_01_13_38_38_844.jpg,0.19872589000000002,0,False
6009, IMG/left_2016_12_01_13_38_39_553.jpg,0.5596788,0,False
6011,IMG/center_2016_12_01_13_38_39_553.jpg,0.3296788,0,False
6012, IMG/left_2016_12_01_13_38_39_655.jpg,0.7223438,0,False
6014,IMG/center_2016_12_01_13_38_39_655.jpg,0.4923438,0,False
6015, IMG/left_2016_12_01_13_38_42_792.jpg,0.7127753,0,False
6017,IMG/center_2016_12_01_13_38_42_792.jpg,0.48277529999999996,0,False
6019, IMG/right_2016_12_01_13_38_42_894.jpg,0.77,0,False
6021, IMG/left_2016_12_01_13_38_43_503.jpg,0.5979529,0,False
6027, IMG/left_2016_12_01_13_38_44_622.jpg,0.5309732,0,False
6029,IMG/center_2016_12_01_13_38_44_622.jpg,0.3009732,0,False
6030, IMG/left_2016_12_01_13_38_44_723.jpg,0.5309732,0,False
6032,IMG/center_2016_12_01_13_38_44_723.jpg,0.3009732,0,False
